student_id,gender,second_perc,high_perc,high_spec,degree_perc,degree_type,work_experience,experience_years,employability_perc,mba_spec,mba_perc,salary,placed,start_date,end_date,duration
17391,M,72.31,84.62,Science,69.57,Comm&Mgmt,True,1,78.93,Mkt&Fin,59.54,25600.0,True,2020-01-12,2020-12-02,3.0
17313,M,59.71,70.58,Commerce,54.75,Comm&Mgmt,False,0,50.0,Mkt&HR,62.44,23600.0,True,2020-01-15,2020-09-15,3.0
17353,M,83.56,79.77,Commerce,72.3,Comm&Mgmt,False,0,96.08,Mkt&Fin,69.72,22400.0,True,2020-01-13,2020-12-06,3.0
17452,M,79.32,71.1,Commerce,54.28,Comm&Mgmt,True,1,84.88,Mkt&Fin,59.59,25100.0,True,2020-01-19,2020-12-11,12.0
17264,F,71.4,81.84,Commerce,59.76,Comm&Mgmt,False,0,57.25,Mkt&HR,61.77,27600.0,True,2020-01-06,2020-11-22,3.0
17404,F,48.93,73.79,Commerce,65.27,Comm&Mgmt,False,0,61.12,Mkt&HR,61.72,,False,,,
17311,M,79.03,71.16,Commerce,73.68,Comm&Mgmt,False,0,90.27,Mkt&Fin,71.26,22300.0,True,2020-01-13,2020-07-30,6.0
17312,M,69.49,60.22,Commerce,60.51,Comm&Mgmt,False,0,50.0,Mkt&HR,57.77,20300.0,True,2020-01-20,2020-10-27,3.0
17327,M,60.06,68.53,Commerce,65.99,Comm&Mgmt,False,0,54.89,Mkt&HR,55.28,25400.0,True,2020-01-20,2020-12-04,3.0
17330,M,60.16,76.06,Commerce,63.62,Comm&Mgmt,False,0,52.32,Mkt&HR,58.98,,False,,,
17332,M,63.77,55.22,Science,73.0,Comm&Mgmt,False,0,62.77,Mkt&HR,55.8,,False,,,
17327,M,72.06,65.15,Commerce,69.24,Comm&Mgmt,False,0,82.03,Mkt&HR,56.61,23100.0,True,2020-01-13,2020-11-15,3.0
17450,M,77.13,66.7,Commerce,56.22,Comm&Mgmt,False,0,55.16,Mkt&HR,63.08,,False,,,
17280,M,63.11,81.24,Commerce,59.89,Comm&Mgmt,False,0,61.18,Mkt&Fin,73.81,26400.0,True,2020-01-25,2020-11-03,3.0
17317,M,49.47,57.99,Commerce,60.18,Comm&Mgmt,False,0,59.2,Mkt&Fin,57.54,23700.0,True,2020-01-25,2020-08-05,6.0
17312,M,75.38,86.74,Science,71.09,Comm&Mgmt,False,0,88.51,Mkt&Fin,71.34,24900.0,True,2020-01-17,2020-10-11,3.0
17275,F,63.94,77.51,Commerce,78.94,Comm&Mgmt,False,0,82.77,Mkt&Fin,64.49,21200.0,True,2020-01-27,2020-08-08,6.0
17286,M,62.93,72.74,Science,67.28,Comm&Mgmt,False,0,64.67,Mkt&HR,54.19,29500.0,True,2020-01-18,2020-10-30,3.0
17415,M,73.68,55.09,Commerce,70.52,Comm&Mgmt,True,1,88.5,Mkt&Fin,68.12,23700.0,True,2020-01-12,2020-12-14,12.0
17282,M,65.16,65.15,Commerce,63.98,Comm&Mgmt,False,0,62.72,Mkt&HR,60.34,24700.0,True,2020-01-21,2020-08-05,6.0
17319,F,54.08,59.44,Commerce,68.24,Comm&Mgmt,False,0,85.04,Mkt&HR,66.55,,False,,,
17323,F,83.4,67.62,Commerce,69.39,Comm&Mgmt,False,0,94.01,Mkt&Fin,71.05,23400.0,True,2020-01-18,2020-05-21,3.0
17333,M,56.7,65.62,Commerce,59.98,Comm&Mgmt,False,0,75.82,Mkt&HR,58.67,24200.0,True,2020-01-20,2020-10-14,3.0
17422,M,50.85,66.87,Commerce,55.35,Comm&Mgmt,False,0,61.52,Mkt&Fin,61.68,23000.0,True,2020-01-12,2020-10-17,3.0
17327,F,84.11,82.01,Commerce,75.35,Comm&Mgmt,False,0,85.07,Mkt&Fin,74.18,,False,,,
17419,M,48.06,67.33,Science,61.88,Comm&Mgmt,False,0,50.0,Mkt&HR,60.49,,False,,,
17326,M,73.92,63.06,Commerce,64.43,Comm&Mgmt,False,0,77.83,Mkt&Fin,51.91,24500.0,True,2020-01-18,2020-11-12,3.0
17355,F,49.1,56.19,Commerce,67.55,Comm&Mgmt,False,0,81.42,Mkt&HR,77.89,,False,,,
17333,M,77.66,82.28,Commerce,70.7,Comm&Mgmt,False,0,80.65,Mkt&HR,51.21,26700.0,True,2020-01-15,2020-12-07,3.0
17304,M,84.2,69.97,Commerce,76.65,Comm&Mgmt,False,0,83.44,Mkt&HR,65.58,23000.0,True,2020-07-25,2020-11-27,3.0
17272,M,58.96,44.78,Commerce,57.13,Comm&Mgmt,False,0,57.67,Mkt&HR,57.56,,False,,,
17361,M,60.28,73.41,Commerce,71.23,Comm&Mgmt,False,0,57.77,Mkt&HR,54.95,25700.0,True,2020-01-27,2020-08-16,6.0
17412,M,57.15,53.73,Commerce,73.39,Comm&Mgmt,False,0,65.18,Mkt&Fin,57.51,24000.0,True,2020-01-12,2020-10-17,6.0
17323,M,82.83,64.19,Commerce,63.02,Comm&Mgmt,True,0,84.39,Mkt&Fin,68.22,23300.0,True,2020-01-04,2020-11-10,3.0
17322,M,76.19,73.52,Science,67.19,Comm&Mgmt,False,0,94.24,Mkt&HR,68.82,25700.0,True,2020-07-31,2020-10-06,3.0
17439,M,75.52,78.36,Science,69.35,Comm&Mgmt,False,0,65.27,Mkt&Fin,68.29,21900.0,True,2020-01-18,2020-04-10,3.0
17368,M,60.16,66.02,Commerce,74.71,Comm&Mgmt,False,0,84.09,Mkt&HR,65.32,24600.0,True,2020-01-23,2020-10-27,5.0
17323,M,57.3,68.59,Commerce,62.81,Comm&Mgmt,False,0,66.62,Mkt&HR,58.98,20000.0,True,2020-01-17,2020-11-06,3.0
17310,F,51.84,68.9,Commerce,71.02,Comm&Mgmt,False,0,79.89,Mkt&HR,69.6,,False,,,
17264,M,53.58,77.91,Commerce,76.26,Comm&Mgmt,False,0,56.72,Mkt&Fin,58.5,22700.0,True,2020-01-21,2020-08-26,3.0
17433,M,78.7,97.7,Commerce,68.35,Comm&Mgmt,True,1,80.86,Mkt&Fin,61.87,29300.0,True,2020-01-11,2020-11-02,3.0
17401,M,63.83,76.71,Commerce,65.33,Comm&Mgmt,False,0,85.17,Mkt&HR,59.71,29000.0,True,2020-01-06,2020-10-02,3.0
17312,M,53.81,59.34,Commerce,61.64,Comm&Mgmt,False,0,58.31,Mkt&HR,53.55,28700.0,True,2020-01-09,2020-09-12,6.0
17397,M,57.9,58.2,Commerce,71.38,Comm&Mgmt,False,0,85.08,Mkt&Fin,52.14,24300.0,True,2020-01-15,2020-10-10,3.0
17345,M,70.38,55.28,Commerce,57.25,Comm&Mgmt,False,0,58.51,Mkt&HR,58.19,26100.0,True,2020-06-27,2020-09-11,3.0
17397,M,68.55,64.95,Commerce,64.51,Comm&Mgmt,True,1,63.88,Mkt&Fin,56.02,27900.0,True,2020-01-24,2020-12-02,3.0
17307,M,49.48,72.21,Commerce,67.49,Comm&Mgmt,False,0,58.46,Mkt&HR,66.96,,False,,,
17377,M,51.71,52.21,Science,64.09,Comm&Mgmt,False,0,64.08,Mkt&HR,58.27,,False,,,
17286,M,76.27,72.08,Commerce,69.68,Comm&Mgmt,False,0,93.65,Mkt&Fin,55.48,25100.0,True,2020-01-20,2021-01-24,3.0
17339,M,62.7,73.16,Commerce,62.86,Comm&Mgmt,False,0,52.55,Mkt&HR,56.19,23100.0,True,2020-01-29,2020-11-30,3.0
