transaction_id,session_id,timestamp,amount,cancelled
0,0,2019-01-12 00:10:13,77.5,False
1,1,2019-01-01 12:34:32,97.0,False
2,2,2019-01-08 07:20:29,89.0,False
3,3,2019-01-22 14:37:24,96.6,True
4,4,2019-01-21 08:59:09,72.9,True
5,5,2019-01-27 05:12:39,95.9,False
6,6,2019-01-01 12:34:32,55.3,False
7,7,2019-01-23 13:37:10,106.4,True
8,8,2019-01-18 01:17:56,64.5,False
9,9,2019-01-03 23:16:08,73.2,False
10,10,2019-01-13 19:52:09,55.3,False
11,11,2019-01-17 22:08:55,77.6,True
12,12,2019-01-25 06:06:22,108.6,False
13,13,2019-01-07 05:35:20,99.8,False
14,14,2019-01-06 23:43:19,67.2,False
15,15,2019-01-21 22:49:32,87.9,True
16,16,2019-01-06 13:31:46,80.0,True
17,17,2019-01-29 12:10:48,87.6,True
18,18,2019-01-06 15:12:13,92.3,False
19,19,2019-01-15 23:05:13,132.1,False
20,20,2019-01-01 18:19:07,102.0,False
21,21,2019-01-03 03:35:17,88.3,True
22,22,2019-01-10 22:56:52,68.4,False
23,23,2019-01-01 12:34:32,121.3,False
24,24,2019-01-01 12:34:32,81.3,True
25,25,2019-01-04 21:12:46,93.6,False
26,26,2019-01-16 13:46:12,82.7,False
27,27,2019-01-29 12:10:48,119.1,True
28,28,2019-01-14 20:56:34,69.0,False
29,29,2019-01-01 12:34:32,119.5,True
30,30,2019-01-12 04:39:33,82.7,False
31,31,2019-01-21 04:33:32,55.3,False
32,32,2019-01-02 06:11:14,105.6,True
33,33,2019-01-16 13:58:40,109.0,False
34,34,2019-01-28 16:56:24,112.8,False
35,35,2019-01-01 18:59:01,98.8,False
36,36,2019-01-04 03:01:53,88.5,False
37,37,2019-01-17 02:23:47,107.3,True
38,38,2019-01-15 19:12:44,110.6,True
39,39,2019-01-18 02:21:45,95.9,False
40,40,2019-01-17 04:29:54,86.0,True
41,41,2019-01-29 12:10:48,115.5,False
42,42,2019-01-26 04:22:06,100.6,False
43,43,2019-01-17 23:27:35,122.1,False
44,44,2019-01-08 15:26:55,67.9,True
45,45,2019-01-19 18:01:34,86.4,True
46,46,2019-01-13 15:08:51,87.4,False
47,47,2019-01-29 12:10:48,114.9,True
48,48,2019-01-26 12:02:58,106.6,True
49,49,2019-01-15 19:28:49,103.3,False
50,50,2019-01-19 03:51:44,69.9,False
51,51,2019-01-02 01:11:22,132.1,False
52,52,2019-01-03 11:46:06,129.1,False
53,53,2019-01-11 11:22:30,115.6,False
54,54,2019-01-29 12:10:48,95.4,False
55,55,2019-01-28 18:47:42,107.6,False
56,56,2019-01-04 18:06:40,93.1,False
57,57,2019-01-15 17:05:48,63.3,False
58,58,2019-01-10 09:56:58,91.1,True
59,59,2019-01-02 12:28:57,105.3,False
60,60,2019-01-06 16:28:38,95.1,False
61,61,2019-01-07 06:58:12,94.9,False
62,62,2019-01-14 00:01:24,97.0,False
63,63,2019-01-29 12:10:48,115.5,True
64,64,2019-01-10 20:07:04,80.2,False
65,65,2019-01-18 18:44:11,128.3,False
66,66,2019-01-20 19:30:59,64.4,False
67,67,2019-01-15 09:18:36,120.9,True
68,68,2019-01-07 18:45:49,89.9,False
69,69,2019-01-11 05:25:01,96.7,True
70,70,2019-01-18 07:15:11,114.9,False
71,71,2019-01-11 21:48:30,107.1,True
72,72,2019-01-05 03:27:51,124.1,False
73,73,2019-01-05 17:12:57,125.0,False
74,74,2019-01-11 14:58:06,56.3,True
75,75,2019-01-21 22:20:02,75.9,True
76,76,2019-01-25 10:24:29,70.5,False
77,77,2019-01-27 04:21:44,86.2,False
78,78,2019-01-16 02:34:42,132.1,False
79,79,2019-01-16 13:26:59,125.8,False
80,80,2019-01-04 15:42:58,99.2,False
81,81,2019-01-21 12:48:46,61.7,True
82,82,2019-01-14 11:30:04,91.1,False
83,83,2019-01-12 18:01:16,102.8,False
84,84,2019-01-07 22:29:09,96.9,False
85,85,2019-01-10 02:12:51,132.1,False
86,86,2019-01-12 02:48:39,89.8,False
87,87,2019-01-08 16:49:26,132.1,False
88,88,2019-01-10 08:19:01,84.1,False
89,89,2019-01-09 22:31:24,55.3,True
90,90,2019-01-28 17:08:16,56.2,False
91,91,2019-01-07 04:58:42,104.7,False
92,92,2019-01-10 16:08:54,91.4,False
93,93,2019-01-25 05:54:26,80.2,False
94,94,2019-01-12 18:52:01,111.9,True
95,95,2019-01-20 21:33:33,87.1,True
96,96,2019-01-25 23:25:31,62.0,False
97,97,2019-01-27 20:30:18,85.6,False
98,98,2019-01-18 18:41:49,71.6,False
99,99,2019-01-19 17:57:49,91.0,True
