transaction_id,session_id,timestamp,amount,cancelled
0,0,2019-01-03 18:13:53,63.9,False
1,1,2019-01-12 16:44:06,80.8,True
2,2,2019-01-25 13:45:05,107.0,True
3,3,2019-01-23 16:32:36,80.8,False
4,4,2019-01-01 12:34:32,121.9,True
5,5,2019-01-04 19:12:26,59.8,False
6,6,2019-01-15 21:32:25,86.7,False
7,7,2019-01-20 09:33:04,121.8,True
8,8,2019-01-09 11:51:11,132.1,True
9,9,2019-01-21 11:40:31,92.6,False
10,10,2019-01-10 20:31:07,105.1,False
11,11,2019-01-08 01:57:15,97.3,False
12,12,2019-01-22 11:12:47,81.3,False
13,13,2019-01-21 08:26:35,103.0,False
14,14,2019-01-09 16:20:25,62.8,False
15,15,2019-01-01 12:34:32,111.9,True
16,16,2019-01-05 00:23:28,95.0,False
17,17,2019-01-20 16:35:20,106.4,False
18,18,2019-01-07 14:55:23,94.8,False
19,19,2019-01-06 20:27:46,97.7,True
20,20,2019-01-24 11:05:50,132.1,True
21,21,2019-01-24 02:02:47,132.1,True
22,22,2019-01-04 14:41:15,77.2,True
23,23,2019-01-10 21:48:57,107.9,True
24,24,2019-01-14 08:14:46,107.8,False
25,25,2019-01-24 14:52:11,105.1,True
26,26,2019-01-17 11:54:50,69.8,False
27,27,2019-01-05 00:46:08,100.9,False
28,28,2019-01-10 06:28:38,105.1,True
29,29,2019-01-29 12:10:48,123.6,True
30,30,2019-01-01 12:34:32,81.6,False
31,31,2019-01-22 00:40:02,102.2,False
32,32,2019-01-14 04:32:29,55.3,False
33,33,2019-01-20 14:58:47,99.2,False
34,34,2019-01-15 06:25:48,105.6,False
35,35,2019-01-16 14:09:06,67.8,False
36,36,2019-01-07 22:35:08,80.6,False
37,37,2019-01-07 02:49:05,132.1,True
38,38,2019-01-07 06:56:06,82.9,True
39,39,2019-01-09 21:51:27,58.3,False
40,40,2019-01-28 17:04:26,95.0,False
41,41,2019-01-26 17:39:50,90.8,True
42,42,2019-01-24 01:55:28,86.0,False
43,43,2019-01-01 12:34:32,101.8,False
44,44,2019-01-10 00:38:55,114.2,True
45,45,2019-01-29 12:10:48,115.0,False
46,46,2019-01-06 09:59:41,80.2,False
47,47,2019-01-05 15:35:35,65.5,False
48,48,2019-01-14 15:27:52,84.3,True
49,49,2019-01-11 19:46:30,119.4,True
50,50,2019-01-24 16:17:40,104.1,True
51,51,2019-01-22 22:33:50,101.2,False
52,52,2019-01-24 23:08:39,80.0,False
53,53,2019-01-20 18:56:13,77.7,False
54,54,2019-01-06 18:31:25,78.9,False
55,55,2019-01-12 01:07:35,115.9,True
56,56,2019-01-15 08:06:01,113.0,False
57,57,2019-01-26 06:23:17,101.5,False
58,58,2019-01-01 12:34:32,86.9,False
59,59,2019-01-05 20:48:00,132.1,True
60,60,2019-01-23 02:45:50,89.5,False
61,61,2019-01-27 09:05:06,131.1,False
62,62,2019-01-28 01:36:53,90.4,False
63,63,2019-01-14 05:23:37,84.1,False
64,64,2019-01-15 07:47:28,75.0,False
65,65,2019-01-21 16:40:54,99.4,True
66,66,2019-01-16 11:57:30,60.0,False
67,67,2019-01-10 01:03:19,90.2,True
68,68,2019-01-04 17:39:57,71.1,False
69,69,2019-01-03 08:17:43,94.3,True
70,70,2019-01-07 20:25:05,74.4,False
71,71,2019-01-20 10:38:56,77.6,False
72,72,2019-01-09 20:18:49,90.4,False
73,73,2019-01-24 22:07:08,74.7,False
74,74,2019-01-01 12:34:32,117.7,True
75,75,2019-01-01 12:34:32,103.9,False
76,76,2019-01-20 02:05:18,67.3,False
77,77,2019-01-01 12:34:32,55.3,False
78,78,2019-01-12 18:00:50,92.5,False
79,79,2019-01-10 18:55:07,118.2,True
80,80,2019-01-12 19:23:50,74.0,False
81,81,2019-01-12 21:02:12,55.3,False
82,82,2019-01-10 21:26:32,74.8,False
83,83,2019-01-19 09:48:51,106.1,False
84,84,2019-01-12 23:09:33,79.1,False
85,85,2019-01-21 13:22:28,109.2,True
86,86,2019-01-06 16:01:05,75.7,False
87,87,2019-01-15 19:13:12,77.5,False
88,88,2019-01-10 02:23:17,82.2,False
89,89,2019-01-25 15:14:18,94.4,False
90,90,2019-01-28 22:23:29,87.4,False
91,91,2019-01-11 20:08:22,122.4,True
92,92,2019-01-24 23:40:15,99.8,True
93,93,2019-01-17 21:16:37,90.0,False
94,94,2019-01-01 12:34:32,68.6,False
95,95,2019-01-19 10:22:50,101.2,False
96,96,2019-01-01 12:34:32,118.8,True
97,97,2019-01-10 23:28:09,90.0,False
98,98,2019-01-12 17:04:50,121.6,True
99,99,2019-01-05 13:02:25,103.3,False
